,index,Aboard,Fatalities,Ground
1173,1173,23.0,23.0,0.0
1174,1174,43.0,36.0,0.0
1175,1175,23.0,23.0,7.0
1176,1176,15.0,15.0,0.0
1177,1177,17.0,17.0,
1178,1178,63.0,29.0,4.0
1179,1179,7.0,7.0,0.0
1180,1180,31.0,31.0,0.0
1181,1181,9.0,9.0,0.0
1182,1182,16.0,3.0,0.0
1183,1183,8.0,8.0,0.0
1184,1184,38.0,38.0,0.0
1185,1185,3.0,3.0,0.0
1186,1186,15.0,15.0,
1187,1187,4.0,4.0,0.0
1188,1188,47.0,44.0,0.0
1189,1189,21.0,17.0,0.0
1190,1190,70.0,70.0,0.0
1191,1191,12.0,12.0,0.0
1192,1192,29.0,10.0,0.0
1193,1193,2.0,2.0,3.0
1194,1194,37.0,37.0,0.0
1195,1195,4.0,4.0,0.0
1196,1196,69.0,52.0,0.0
1197,1197,29.0,29.0,0.0
1198,1198,2.0,2.0,0.0
1199,1199,50.0,50.0,0.0
1200,1200,9.0,9.0,0.0
1201,1201,29.0,11.0,0.0
1202,1202,17.0,17.0,0.0
1203,1203,22.0,5.0,0.0
1204,1204,6.0,6.0,0.0
1205,1205,18.0,1.0,0.0
1206,1206,8.0,8.0,0.0
1207,1207,11.0,11.0,0.0
1208,1208,13.0,11.0,0.0
1209,1209,27.0,1.0,0.0
1210,1210,24.0,24.0,0.0
1211,1211,57.0,7.0,0.0
1212,1212,18.0,18.0,0.0
1213,1213,4.0,2.0,0.0
1214,1214,1.0,1.0,52.0
1215,1215,46.0,46.0,0.0
1216,1216,16.0,11.0,8.0
1217,1217,3.0,3.0,0.0
1218,1218,14.0,14.0,0.0
1219,1219,28.0,14.0,0.0
1220,1220,25.0,25.0,0.0
1221,1221,16.0,16.0,0.0
1222,1222,6.0,5.0,0.0
1223,1223,19.0,19.0,0.0
1224,1224,44.0,44.0,0.0
1225,1225,20.0,20.0,0.0
1226,1226,16.0,9.0,0.0
1227,1227,52.0,52.0,0.0
1228,1228,38.0,37.0,0.0
1229,1229,18.0,18.0,0.0
1230,1230,41.0,37.0,0.0
1231,1231,115.0,87.0,0.0
1232,1232,3.0,3.0,0.0
1233,1233,5.0,3.0,0.0
1234,1234,29.0,27.0,0.0
1235,1235,10.0,2.0,0.0
1236,1236,35.0,27.0,0.0
1237,1237,10.0,10.0,0.0
1238,1238,40.0,40.0,0.0
1239,1239,26.0,26.0,0.0
1240,1240,19.0,19.0,0.0
1241,1241,39.0,39.0,0.0
1242,1242,18.0,18.0,0.0
1243,1243,20.0,5.0,0.0
1244,1244,35.0,30.0,0.0
1245,1245,46.0,46.0,0.0
1246,1246,11.0,11.0,0.0
1247,1247,2.0,2.0,0.0
1248,1248,16.0,16.0,0.0
1249,1249,8.0,8.0,0.0
1250,1250,23.0,23.0,0.0
1251,1251,35.0,35.0,0.0
1252,1252,14.0,14.0,0.0
1253,1253,13.0,13.0,0.0
1254,1254,13.0,13.0,0.0
1255,1255,4.0,4.0,0.0
1256,1256,3.0,3.0,0.0
1257,1257,25.0,7.0,0.0
1258,1258,30.0,30.0,0.0
1259,1259,10.0,8.0,0.0
1260,1260,43.0,43.0,0.0
1261,1261,10.0,10.0,0.0
1262,1262,18.0,18.0,0.0
1263,1263,19.0,2.0,0.0
1264,1264,20.0,19.0,0.0
1265,1265,34.0,0.0,2.0
1266,1266,7.0,7.0,0.0
1267,1267,14.0,11.0,0.0
1268,1268,34.0,34.0,0.0
1269,1269,17.0,17.0,0.0
1270,1270,129.0,129.0,0.0
1271,1271,58.0,58.0,0.0
1272,1272,46.0,44.0,0.0
1273,1273,21.0,21.0,0.0
1274,1274,2.0,1.0,0.0
1275,1275,42.0,4.0,0.0
1276,1276,25.0,1.0,0.0
1277,1277,23.0,14.0,0.0
1278,1278,2.0,2.0,0.0
1279,1279,42.0,42.0,0.0
1280,1280,21.0,21.0,0.0
1281,1281,3.0,3.0,0.0
1282,1282,2.0,1.0,0.0
1283,1283,28.0,28.0,0.0
1284,1284,21.0,5.0,0.0
1285,1285,41.0,25.0,0.0
1286,1286,44.0,44.0,0.0
1287,1287,7.0,2.0,0.0
1288,1288,21.0,21.0,0.0
1289,1289,27.0,2.0,0.0
1290,1290,19.0,19.0,0.0
1291,1291,28.0,28.0,0.0
1292,1292,10.0,10.0,0.0
1293,1293,33.0,23.0,0.0
1294,1294,14.0,13.0,0.0
1295,1295,44.0,1.0,0.0
1296,1296,15.0,9.0,0.0
1297,1297,21.0,21.0,0.0
1298,1298,10.0,4.0,0.0
1299,1299,17.0,16.0,0.0
1300,1300,35.0,35.0,0.0
1301,1301,21.0,21.0,0.0
1302,1302,1.0,1.0,6.0
1303,1303,16.0,16.0,0.0
1304,1304,15.0,15.0,0.0
1305,1305,3.0,3.0,0.0
1306,1306,35.0,35.0,0.0
1307,1307,16.0,10.0,0.0
1308,1308,10.0,10.0,0.0
1309,1309,3.0,3.0,0.0
1310,1310,9.0,9.0,0.0
1311,1311,20.0,20.0,0.0
1312,1312,40.0,33.0,0.0
1313,1313,2.0,2.0,0.0
1314,1314,18.0,18.0,0.0
1315,1315,18.0,18.0,0.0
1316,1316,25.0,25.0,0.0
1317,1317,4.0,4.0,0.0
1318,1318,21.0,21.0,0.0
1319,1319,36.0,36.0,1.0
1320,1320,16.0,16.0,0.0
1321,1321,23.0,16.0,0.0
1322,1322,25.0,25.0,0.0
1323,1323,11.0,5.0,0.0
1324,1324,28.0,3.0,0.0
1325,1325,19.0,19.0,0.0
1326,1326,4.0,1.0,0.0
1327,1327,3.0,3.0,0.0
1328,1328,4.0,4.0,0.0
1329,1329,9.0,3.0,0.0
1330,1330,20.0,20.0,0.0
1331,1331,18.0,10.0,0.0
1332,1332,2.0,2.0,0.0
1333,1333,30.0,30.0,0.0
1334,1334,3.0,3.0,0.0
1335,1335,55.0,47.0,0.0
1336,1336,19.0,12.0,0.0
1337,1337,21.0,21.0,0.0
1338,1338,3.0,3.0,0.0
1339,1339,27.0,26.0,0.0
1340,1340,56.0,28.0,0.0
1341,1341,30.0,6.0,0.0
1342,1342,4.0,3.0,0.0
1343,1343,21.0,21.0,0.0
1344,1344,42.0,42.0,0.0
1345,1345,42.0,42.0,0.0
1346,1346,8.0,3.0,0.0
1347,1347,24.0,24.0,0.0
1348,1348,7.0,2.0,0.0
1349,1349,28.0,28.0,0.0
1350,1350,4.0,4.0,0.0
1351,1351,2.0,2.0,0.0
1352,1352,32.0,26.0,0.0
1353,1353,28.0,10.0,0.0
1354,1354,36.0,28.0,0.0
1355,1355,45.0,45.0,0.0
1356,1356,17.0,17.0,0.0
1357,1357,18.0,18.0,0.0
1358,1358,15.0,15.0,0.0
1359,1359,39.0,0.0,0.0
1360,1360,5.0,5.0,0.0
1361,1361,10.0,10.0,0.0
1362,1362,13.0,13.0,0.0
1363,1363,29.0,29.0,0.0
1364,1364,16.0,16.0,0.0
1365,1365,26.0,1.0,0.0
1366,1366,21.0,5.0,0.0
1367,1367,26.0,26.0,0.0
1368,1368,8.0,8.0,0.0
1369,1369,35.0,13.0,0.0
1370,1370,66.0,66.0,0.0
1371,1371,23.0,4.0,0.0
1372,1372,2.0,2.0,0.0
1373,1373,3.0,3.0,0.0
1374,1374,19.0,19.0,0.0
1375,1375,14.0,12.0,0.0
1376,1376,20.0,20.0,0.0
1377,1377,13.0,4.0,0.0
1378,1378,2.0,2.0,0.0
1379,1379,3.0,3.0,0.0
1380,1380,24.0,16.0,0.0
1381,1381,18.0,18.0,0.0
1382,1382,22.0,22.0,0.0
1383,1383,43.0,22.0,0.0
1384,1384,58.0,58.0,0.0
1385,1385,30.0,30.0,0.0
1386,1386,25.0,25.0,0.0
1387,1387,66.0,66.0,0.0
1388,1388,13.0,13.0,0.0
1389,1389,3.0,2.0,0.0
1390,1390,9.0,9.0,0.0
1391,1391,33.0,3.0,0.0
1392,1392,16.0,16.0,0.0
1393,1393,6.0,2.0,0.0
1394,1394,47.0,15.0,0.0
1395,1395,5.0,3.0,0.0
1396,1396,35.0,19.0,0.0
1397,1397,66.0,66.0,0.0
1398,1398,29.0,7.0,0.0
1399,1399,44.0,44.0,0.0
1400,1400,74.0,28.0,0.0
1401,1401,14.0,14.0,0.0
1402,1402,11.0,10.0,0.0
1403,1403,10.0,10.0,0.0
1404,1404,6.0,6.0,0.0
1405,1405,2.0,2.0,0.0
1406,1406,26.0,26.0,0.0
1407,1407,17.0,17.0,0.0
1408,1408,2.0,1.0,0.0
1409,1409,18.0,4.0,0.0
1410,1410,26.0,22.0,0.0
1411,1411,3.0,3.0,0.0
1412,1412,2.0,2.0,0.0
1413,1413,3.0,2.0,0.0
1414,1414,40.0,40.0,0.0
1415,1415,50.0,50.0,0.0
1416,1416,64.0,52.0,0.0
1417,1417,19.0,19.0,0.0
1418,1418,3.0,3.0,0.0
1419,1419,21.0,2.0,0.0
1420,1420,3.0,1.0,0.0
1421,1421,3.0,3.0,0.0
1422,1422,18.0,18.0,0.0
1423,1423,36.0,22.0,0.0
1424,1424,38.0,5.0,0.0
1425,1425,6.0,6.0,0.0
1426,1426,12.0,3.0,0.0
1427,1427,54.0,2.0,0.0
1428,1428,33.0,14.0,1.0
1429,1429,2.0,2.0,13.0
1430,1430,31.0,30.0,0.0
1431,1431,74.0,74.0,0.0
1432,1432,45.0,32.0,0.0
1433,1433,128.0,128.0,0.0
1434,1434,35.0,1.0,0.0
1435,1435,66.0,46.0,0.0
1436,1436,18.0,18.0,0.0
1437,1437,20.0,12.0,0.0
1438,1438,22.0,15.0,0.0
1439,1439,57.0,1.0,0.0
1440,1440,18.0,0.0,0.0
1441,1441,5.0,5.0,0.0
1442,1442,59.0,59.0,0.0
1443,1443,31.0,0.0,0.0
1444,1444,3.0,3.0,0.0
1445,1445,23.0,23.0,0.0
1446,1446,80.0,5.0,0.0
1447,1447,12.0,2.0,0.0
1448,1448,25.0,25.0,0.0
1449,1449,2.0,2.0,0.0
1450,1450,36.0,36.0,0.0
1451,1451,23.0,23.0,0.0
1452,1452,35.0,34.0,8.0
1453,1453,25.0,25.0,0.0
1454,1454,16.0,14.0,0.0
1455,1455,62.0,62.0,0.0
1456,1456,5.0,5.0,0.0
1457,1457,30.0,3.0,0.0
1458,1458,21.0,21.0,0.0
1459,1459,37.0,11.0,0.0
1460,1460,10.0,1.0,0.0
1461,1461,33.0,17.0,1.0
1462,1462,16.0,16.0,0.0
1463,1463,70.0,2.0,0.0
1464,1464,6.0,5.0,3.0
1465,1465,101.0,21.0,0.0
1466,1466,159.0,22.0,0.0
1467,1467,5.0,5.0,0.0
1468,1468,22.0,18.0,2.0
1469,1469,15.0,15.0,0.0
1470,1470,20.0,20.0,2.0
1471,1471,25.0,24.0,0.0
1472,1472,19.0,19.0,0.0
1473,1473,67.0,67.0,0.0
1474,1474,40.0,40.0,0.0
1475,1475,34.0,34.0,0.0
1476,1476,30.0,26.0,0.0
1477,1477,3.0,3.0,1.0
1478,1478,24.0,24.0,0.0
1479,1479,,1.0,0.0
1480,1480,35.0,34.0,0.0
1481,1481,3.0,1.0,0.0
1482,1482,37.0,37.0,0.0
1483,1483,16.0,16.0,0.0
1484,1484,3.0,2.0,0.0
1485,1485,2.0,2.0,3.0
1486,1486,13.0,9.0,0.0
1487,1487,9.0,9.0,0.0
1488,1488,3.0,3.0,0.0
1489,1489,18.0,14.0,0.0
1490,1490,24.0,24.0,0.0
1491,1491,68.0,58.0,0.0
1492,1492,16.0,1.0,0.0
1493,1493,79.0,79.0,0.0
1494,1494,23.0,23.0,0.0
1495,1495,8.0,8.0,0.0
1496,1496,12.0,12.0,0.0
1497,1497,8.0,8.0,0.0
1498,1498,24.0,12.0,0.0
1499,1499,35.0,1.0,0.0
1500,1500,3.0,3.0,0.0
1501,1501,27.0,27.0,0.0
1502,1502,7.0,7.0,0.0
1503,1503,21.0,21.0,0.0
1504,1504,3.0,3.0,0.0
1505,1505,15.0,15.0,0.0
1506,1506,44.0,44.0,0.0
1507,1507,4.0,4.0,0.0
1508,1508,58.0,43.0,0.0
1509,1509,4.0,4.0,0.0
1510,1510,61.0,61.0,0.0
1511,1511,3.0,3.0,0.0
1512,1512,12.0,2.0,0.0
1513,1513,4.0,4.0,0.0
1514,1514,23.0,19.0,0.0
1515,1515,51.0,9.0,0.0
1516,1516,3.0,3.0,0.0
1517,1517,11.0,11.0,0.0
1518,1518,67.0,5.0,0.0
1519,1519,38.0,21.0,2.0
1520,1520,49.0,47.0,1.0
1521,1521,44.0,23.0,0.0
1522,1522,15.0,15.0,0.0
1523,1523,22.0,22.0,0.0
1524,1524,42.0,35.0,0.0
1525,1525,26.0,26.0,0.0
1526,1526,26.0,8.0,0.0
1527,1527,4.0,4.0,0.0
1528,1528,20.0,20.0,0.0
1529,1529,24.0,9.0,0.0
1530,1530,18.0,18.0,0.0
1531,1531,14.0,3.0,0.0
1532,1532,47.0,47.0,0.0
1533,1533,32.0,32.0,0.0
1534,1534,16.0,16.0,0.0
1535,1535,49.0,49.0,0.0
1536,1536,65.0,61.0,0.0
1537,1537,11.0,11.0,0.0
1538,1538,5.0,4.0,0.0
1539,1539,15.0,15.0,0.0
1540,1540,4.0,4.0,0.0
1541,1541,57.0,1.0,0.0
1542,1542,45.0,45.0,0.0
1543,1543,3.0,1.0,0.0
1544,1544,27.0,19.0,0.0
1545,1545,7.0,7.0,0.0
1546,1546,15.0,15.0,0.0
1547,1547,3.0,3.0,0.0
1548,1548,54.0,36.0,0.0
1549,1549,33.0,33.0,0.0
1550,1550,10.0,10.0,0.0
1551,1551,99.0,99.0,0.0
1552,1552,34.0,24.0,0.0
1553,1553,64.0,64.0,0.0
1554,1554,17.0,17.0,0.0
1555,1555,3.0,3.0,4.0
1556,1556,19.0,19.0,0.0
1557,1557,18.0,13.0,0.0
1558,1558,16.0,13.0,0.0
1559,1559,8.0,8.0,0.0
1560,1560,15.0,15.0,0.0
1561,1561,5.0,5.0,0.0
1562,1562,19.0,19.0,0.0
1563,1563,23.0,23.0,0.0
1564,1564,20.0,20.0,0.0
1565,1565,80.0,80.0,0.0
1566,1566,29.0,11.0,0.0
1567,1567,31.0,31.0,0.0
1568,1568,20.0,17.0,0.0
1569,1569,8.0,8.0,0.0
1570,1570,3.0,3.0,0.0
1571,1571,36.0,36.0,0.0
1572,1572,2.0,2.0,0.0
1573,1573,21.0,21.0,0.0
1574,1574,12.0,9.0,0.0
1575,1575,70.0,3.0,0.0
1576,1576,37.0,21.0,0.0
1577,1577,18.0,5.0,1.0
1578,1578,5.0,5.0,0.0
1579,1579,10.0,10.0,0.0
1580,1580,39.0,36.0,0.0
1581,1581,2.0,2.0,0.0
1582,1582,52.0,51.0,0.0
1583,1583,4.0,4.0,0.0
1584,1584,15.0,10.0,0.0
1585,1585,6.0,2.0,0.0
1586,1586,28.0,3.0,0.0
1587,1587,4.0,4.0,0.0
1588,1588,73.0,65.0,0.0
1589,1589,24.0,14.0,0.0
1590,1590,5.0,5.0,0.0
1591,1591,27.0,24.0,0.0
1592,1592,19.0,15.0,0.0
1593,1593,7.0,5.0,0.0
1594,1594,18.0,1.0,0.0
1595,1595,9.0,9.0,0.0
1596,1596,24.0,24.0,0.0
1597,1597,2.0,2.0,0.0
1598,1598,26.0,26.0,0.0
1599,1599,12.0,12.0,0.0
1600,1600,28.0,28.0,0.0
1601,1601,5.0,5.0,0.0
1602,1602,44.0,2.0,0.0
1603,1603,31.0,31.0,0.0
1604,1604,12.0,12.0,0.0
1605,1605,10.0,10.0,0.0
1606,1606,8.0,8.0,0.0
1607,1607,60.0,60.0,0.0
1608,1608,14.0,14.0,0.0
1609,1609,68.0,68.0,0.0
1610,1610,1.0,0.0,17.0
1611,1611,6.0,6.0,0.0
1612,1612,3.0,2.0,0.0
1613,1613,5.0,5.0,0.0
1614,1614,32.0,32.0,0.0
1615,1615,50.0,2.0,0.0
1616,1616,2.0,2.0,0.0
1617,1617,16.0,1.0,0.0
1618,1618,3.0,3.0,0.0
1619,1619,20.0,20.0,0.0
1620,1620,65.0,53.0,0.0
1621,1621,16.0,16.0,0.0
1622,1622,34.0,34.0,0.0
1623,1623,19.0,1.0,1.0
1624,1624,18.0,18.0,0.0
1625,1625,27.0,26.0,0.0
1626,1626,5.0,5.0,0.0
1627,1627,42.0,42.0,0.0
1628,1628,40.0,40.0,0.0
1629,1629,3.0,3.0,8.0
1630,1630,26.0,25.0,0.0
1631,1631,45.0,45.0,0.0
1632,1632,29.0,29.0,0.0
1633,1633,3.0,3.0,0.0
1634,1634,2.0,2.0,0.0
1635,1635,33.0,33.0,10.0
1636,1636,2.0,1.0,0.0
1637,1637,11.0,11.0,0.0
1638,1638,9.0,9.0,0.0
1639,1639,34.0,34.0,0.0
1640,1640,10.0,10.0,0.0
1641,1641,50.0,50.0,0.0
1642,1642,42.0,42.0,0.0
1643,1643,61.0,61.0,0.0
1644,1644,46.0,37.0,0.0
1645,1645,9.0,9.0,0.0
1646,1646,59.0,59.0,0.0
1647,1647,61.0,61.0,0.0
1648,1648,52.0,34.0,0.0
1649,1649,32.0,32.0,0.0
1650,1650,13.0,6.0,0.0
1651,1651,33.0,3.0,0.0
1652,1652,63.0,63.0,0.0
1653,1653,46.0,25.0,0.0
1654,1654,18.0,2.0,0.0
1655,1655,22.0,10.0,0.0
1656,1656,18.0,18.0,0.0
1657,1657,9.0,9.0,0.0
1658,1658,51.0,37.0,0.0
1659,1659,44.0,4.0,0.0
1660,1660,35.0,35.0,0.0
1661,1661,13.0,13.0,0.0
1662,1662,12.0,12.0,0.0
1663,1663,31.0,31.0,0.0
1664,1664,10.0,10.0,0.0
1665,1665,4.0,4.0,0.0
1666,1666,29.0,29.0,0.0
1667,1667,14.0,14.0,0.0
1668,1668,54.0,54.0,0.0
1669,1669,21.0,18.0,0.0
1670,1670,16.0,16.0,0.0
1671,1671,18.0,18.0,0.0
1672,1672,58.0,1.0,0.0
1673,1673,11.0,1.0,0.0
1674,1674,41.0,37.0,0.0
1675,1675,13.0,13.0,0.0
1676,1676,34.0,1.0,0.0
1677,1677,6.0,6.0,0.0
1678,1678,35.0,35.0,0.0
1679,1679,20.0,20.0,0.0
1680,1680,3.0,3.0,0.0
1681,1681,63.0,63.0,0.0
1682,1682,94.0,80.0,0.0
1683,1683,29.0,29.0,0.0
1684,1684,37.0,31.0,0.0
1685,1685,18.0,8.0,0.0
1686,1686,21.0,21.0,0.0
1687,1687,72.0,62.0,0.0
1688,1688,11.0,11.0,0.0
1689,1689,2.0,2.0,0.0
1690,1690,3.0,3.0,0.0
1691,1691,12.0,12.0,0.0
1692,1692,48.0,22.0,0.0
1693,1693,4.0,4.0,0.0
1694,1694,37.0,37.0,0.0
1695,1695,33.0,33.0,0.0
1696,1696,15.0,15.0,0.0
1697,1697,31.0,31.0,0.0
1698,1698,24.0,24.0,0.0
1699,1699,78.0,78.0,0.0
1700,1700,22.0,22.0,0.0
1701,1701,128.0,128.0,6.0
1702,1702,20.0,20.0,31.0
1703,1703,37.0,28.0,0.0
1704,1704,10.0,10.0,0.0
1705,1705,25.0,25.0,0.0
1706,1706,106.0,4.0,0.0
1707,1707,22.0,6.0,3.0
1708,1708,21.0,21.0,0.0
1709,1709,23.0,23.0,0.0
1710,1710,6.0,6.0,0.0
1711,1711,26.0,26.0,0.0
1712,1712,72.0,72.0,1.0
1713,1713,12.0,12.0,0.0
1714,1714,28.0,23.0,0.0
1715,1715,52.0,52.0,0.0
1716,1716,13.0,13.0,0.0
1717,1717,61.0,61.0,0.0
1718,1718,36.0,20.0,0.0
1719,1719,7.0,1.0,0.0
1720,1720,35.0,24.0,0.0
1721,1721,85.0,1.0,0.0
1722,1722,122.0,17.0,1.0
1723,1723,72.0,72.0,0.0
1724,1724,67.0,67.0,0.0
1725,1725,6.0,6.0,0.0
1726,1726,27.0,27.0,3.0
1727,1727,39.0,39.0,0.0
1728,1728,6.0,6.0,0.0
1729,1729,6.0,1.0,0.0
1730,1730,78.0,78.0,0.0
1731,1731,19.0,5.0,0.0
1732,1732,2.0,2.0,0.0
1733,1733,14.0,14.0,0.0
1734,1734,83.0,83.0,0.0
1735,1735,77.0,77.0,0.0
1736,1736,16.0,16.0,0.0
1737,1737,37.0,37.0,0.0
1738,1738,29.0,28.0,0.0
1739,1739,34.0,34.0,0.0
1740,1740,37.0,17.0,0.0
1741,1741,10.0,2.0,0.0
1742,1742,45.0,45.0,0.0
1743,1743,79.0,77.0,0.0
1744,1744,3.0,3.0,0.0
1745,1745,52.0,52.0,0.0
1746,1746,35.0,21.0,0.0
1747,1747,15.0,15.0,0.0
1748,1748,3.0,3.0,0.0
1749,1749,13.0,13.0,8.0
1750,1750,2.0,2.0,0.0
1751,1751,34.0,27.0,0.0
1752,1752,5.0,1.0,0.0
1753,1753,6.0,6.0,0.0
1754,1754,13.0,13.0,0.0
1755,1755,18.0,18.0,0.0
1756,1756,23.0,23.0,0.0
1757,1757,2.0,2.0,0.0
1758,1758,95.0,95.0,0.0
1759,1759,111.0,111.0,0.0
1760,1760,7.0,2.0,0.0
1761,1761,11.0,11.0,0.0
1762,1762,5.0,5.0,0.0
1763,1763,15.0,15.0,0.0
1764,1764,7.0,1.0,0.0
1765,1765,107.0,107.0,0.0
1766,1766,11.0,11.0,0.0
1767,1767,22.0,22.0,0.0
1768,1768,31.0,31.0,0.0
1769,1769,40.0,40.0,0.0
1770,1770,18.0,18.0,0.0
1771,1771,18.0,12.0,0.0
1772,1772,32.0,32.0,0.0
1773,1773,25.0,23.0,0.0
1774,1774,21.0,15.0,0.0
1775,1775,3.0,3.0,0.0
1776,1776,13.0,13.0,0.0
1777,1777,26.0,26.0,0.0
1778,1778,45.0,45.0,0.0
1779,1779,132.0,130.0,0.0
1780,1780,5.0,5.0,0.0
1781,1781,112.0,112.0,0.0
1782,1782,81.0,81.0,0.0
1783,1783,84.0,84.0,0.0
1784,1784,14.0,14.0,0.0
1785,1785,94.0,94.0,0.0
1786,1786,6.0,6.0,0.0
1787,1787,3.0,1.0,0.0
1788,1788,9.0,9.0,0.0
1789,1789,26.0,26.0,0.0
1790,1790,40.0,27.0,0.0
1791,1791,81.0,81.0,0.0
1792,1792,8.0,4.0,0.0
1793,1793,10.0,10.0,0.0
1794,1794,105.0,15.0,0.0
1795,1795,32.0,20.0,0.0
1796,1796,9.0,9.0,0.0
1797,1797,86.0,86.0,0.0
1798,1798,12.0,12.0,1.0
1799,1799,13.0,13.0,0.0
1800,1800,34.0,11.0,0.0
1801,1801,44.0,44.0,0.0
1802,1802,4.0,4.0,0.0
1803,1803,8.0,8.0,0.0
1804,1804,76.0,28.0,0.0
1805,1805,19.0,2.0,0.0
1806,1806,3.0,3.0,0.0
1807,1807,8.0,8.0,0.0
1808,1808,52.0,1.0,0.0
1809,1809,10.0,10.0,0.0
1810,1810,27.0,27.0,0.0
1811,1811,4.0,4.0,0.0
1812,1812,18.0,18.0,0.0
1813,1813,37.0,23.0,0.0
1814,1814,21.0,21.0,0.0
1815,1815,26.0,26.0,0.0
1816,1816,97.0,97.0,0.0
1817,1817,51.0,25.0,0.0
1818,1818,26.0,24.0,0.0
1819,1819,50.0,50.0,0.0
1820,1820,5.0,5.0,3.0
1821,1821,33.0,33.0,0.0
1822,1822,12.0,12.0,
1823,1823,40.0,1.0,0.0
1824,1824,18.0,1.0,0.0
1825,1825,25.0,25.0,0.0
1826,1826,2.0,2.0,0.0
1827,1827,6.0,5.0,0.0
1828,1828,45.0,13.0,7.0
1829,1829,3.0,3.0,0.0
1830,1830,2.0,1.0,0.0
1831,1831,8.0,8.0,0.0
1832,1832,14.0,14.0,0.0
1833,1833,17.0,17.0,87.0
1834,1834,8.0,3.0,0.0
1835,1835,7.0,7.0,0.0
1836,1836,43.0,43.0,0.0
1837,1837,26.0,0.0,1.0
1838,1838,27.0,27.0,0.0
1839,1839,4.0,4.0,0.0
1840,1840,4.0,4.0,0.0
1841,1841,41.0,41.0,0.0
1842,1842,18.0,18.0,0.0
1843,1843,10.0,10.0,0.0
1844,1844,43.0,31.0,0.0
1845,1845,11.0,11.0,0.0
1846,1846,12.0,12.0,0.0
1847,1847,55.0,55.0,0.0
1848,1848,50.0,37.0,0.0
1849,1849,34.0,34.0,0.0
1850,1850,101.0,101.0,0.0
1851,1851,29.0,29.0,0.0
1852,1852,20.0,20.0,0.0
1853,1853,31.0,31.0,0.0
1854,1854,20.0,19.0,0.0
1855,1855,47.0,38.0,0.0
1856,1856,47.0,38.0,0.0
1857,1857,18.0,15.0,0.0
1858,1858,43.0,7.0,0.0
1859,1859,23.0,23.0,0.0
1860,1860,35.0,35.0,0.0
1861,1861,12.0,6.0,0.0
1862,1862,6.0,6.0,0.0
1863,1863,63.0,63.0,0.0
1864,1864,13.0,13.0,0.0
1865,1865,20.0,20.0,1.0
1866,1866,2.0,1.0,0.0
1867,1867,19.0,19.0,0.0
1868,1868,52.0,0.0,0.0
1869,1869,16.0,16.0,0.0
1870,1870,80.0,80.0,0.0
1871,1871,40.0,40.0,0.0
1872,1872,18.0,18.0,0.0
1873,1873,10.0,10.0,0.0
1874,1874,6.0,6.0,0.0
1875,1875,6.0,6.0,0.0
1876,1876,31.0,31.0,0.0
1877,1877,5.0,5.0,0.0
1878,1878,7.0,7.0,0.0
1879,1879,24.0,22.0,0.0
1880,1880,118.0,118.0,0.0
1881,1881,3.0,3.0,0.0
1882,1882,81.0,81.0,0.0
1883,1883,3.0,3.0,0.0
1884,1884,6.0,6.0,0.0
1885,1885,46.0,0.0,0.0
1886,1886,30.0,28.0,0.0
1887,1887,2.0,2.0,0.0
1888,1888,3.0,3.0,0.0
1889,1889,10.0,10.0,0.0
1890,1890,29.0,2.0,0.0
1891,1891,4.0,4.0,0.0
1892,1892,4.0,4.0,0.0
1893,1893,13.0,13.0,0.0
1894,1894,32.0,31.0,0.0
1895,1895,22.0,22.0,0.0
1896,1896,2.0,2.0,0.0
1897,1897,58.0,58.0,0.0
1898,1898,42.0,20.0,0.0
1899,1899,83.0,83.0,0.0
1900,1900,85.0,85.0,0.0
1901,1901,28.0,28.0,0.0
1902,1902,30.0,1.0,0.0
1903,1903,3.0,3.0,0.0
1904,1904,5.0,5.0,0.0
1905,1905,3.0,3.0,0.0
1906,1906,45.0,45.0,0.0
1907,1907,9.0,9.0,0.0
1908,1908,15.0,15.0,0.0
1909,1909,49.0,49.0,0.0
1910,1910,2.0,2.0,0.0
1911,1911,44.0,44.0,0.0
1912,1912,10.0,10.0,0.0
1913,1913,49.0,46.0,0.0
1914,1914,84.0,79.0,0.0
1915,1915,11.0,11.0,0.0
1916,1916,3.0,3.0,0.0
1917,1917,3.0,3.0,0.0
1918,1918,2.0,2.0,0.0
1919,1919,5.0,2.0,0.0
1920,1920,57.0,57.0,0.0
1921,1921,28.0,1.0,0.0
1922,1922,5.0,5.0,0.0
1923,1923,53.0,1.0,0.0
1924,1924,73.0,50.0,0.0
1925,1925,39.0,39.0,0.0
1926,1926,3.0,3.0,0.0
1927,1927,76.0,0.0,0.0
1928,1928,2.0,2.0,0.0
1929,1929,3.0,3.0,0.0
1930,1930,2.0,2.0,0.0
1931,1931,4.0,4.0,0.0
1932,1932,87.0,87.0,0.0
1933,1933,39.0,39.0,0.0
1934,1934,34.0,28.0,0.0
1935,1935,2.0,2.0,0.0
1936,1936,80.0,80.0,0.0
1937,1937,7.0,1.0,0.0
1938,1938,32.0,32.0,0.0
1939,1939,2.0,2.0,0.0
1940,1940,33.0,33.0,0.0
1941,1941,5.0,5.0,0.0
1942,1942,29.0,29.0,0.0
1943,1943,10.0,10.0,0.0
1944,1944,3.0,3.0,0.0
1945,1945,14.0,6.0,0.0
1946,1946,5.0,4.0,0.0
1947,1947,17.0,17.0,0.0
1948,1948,38.0,38.0,0.0
1949,1949,39.0,1.0,0.0
