,index,Aboard,Fatalities,Ground
315,315,10.0,10.0,0.0
316,316,14.0,14.0,0.0
317,317,2.0,2.0,0.0
318,318,8.0,8.0,0.0
319,319,6.0,1.0,0.0
320,320,4.0,4.0,0.0
321,321,6.0,5.0,0.0
322,322,15.0,3.0,0.0
323,323,3.0,3.0,0.0
324,324,6.0,6.0,0.0
325,325,2.0,2.0,0.0
326,326,7.0,7.0,0.0
327,327,10.0,5.0,0.0
328,328,7.0,1.0,0.0
329,329,1.0,1.0,0.0
330,330,4.0,3.0,0.0
331,331,12.0,12.0,0.0
332,332,2.0,2.0,0.0
333,333,,,
334,334,5.0,5.0,0.0
335,335,3.0,3.0,0.0
336,336,11.0,11.0,0.0
337,337,4.0,2.0,0.0
338,338,4.0,4.0,0.0
339,339,4.0,4.0,0.0
340,340,2.0,2.0,0.0
341,341,3.0,3.0,0.0
342,342,1.0,1.0,0.0
343,343,8.0,4.0,0.0
344,344,7.0,7.0,0.0
345,345,1.0,1.0,0.0
346,346,1.0,1.0,0.0
347,347,11.0,11.0,0.0
348,348,,3.0,0.0
349,349,6.0,3.0,0.0
350,350,5.0,5.0,0.0
351,351,3.0,1.0,0.0
352,352,7.0,7.0,0.0
353,353,1.0,1.0,0.0
354,354,14.0,5.0,0.0
355,355,12.0,3.0,0.0
356,356,50.0,50.0,2.0
357,357,1.0,1.0,0.0
358,358,2.0,2.0,0.0
359,359,9.0,6.0,0.0
360,360,20.0,17.0,0.0
361,361,20.0,6.0,0.0
362,362,2.0,2.0,0.0
363,363,13.0,13.0,0.0
364,364,,,
365,365,4.0,4.0,0.0
366,366,3.0,3.0,0.0
367,367,2.0,2.0,0.0
368,368,3.0,3.0,0.0
369,369,5.0,5.0,0.0
370,370,12.0,12.0,0.0
371,371,6.0,6.0,0.0
372,372,6.0,1.0,0.0
373,373,4.0,4.0,0.0
374,374,4.0,4.0,0.0
375,375,14.0,14.0,0.0
376,376,1.0,1.0,0.0
377,377,3.0,3.0,0.0
378,378,2.0,1.0,0.0
379,379,11.0,11.0,0.0
380,380,3.0,3.0,0.0
381,381,13.0,12.0,0.0
382,382,17.0,17.0,0.0
383,383,13.0,13.0,0.0
384,384,6.0,6.0,0.0
385,385,6.0,1.0,0.0
386,386,4.0,4.0,0.0
387,387,6.0,0.0,0.0
388,388,14.0,14.0,0.0
389,389,2.0,2.0,0.0
390,390,15.0,13.0,0.0
391,391,25.0,3.0,0.0
392,392,7.0,7.0,0.0
393,393,5.0,3.0,0.0
394,394,2.0,2.0,0.0
395,395,2.0,2.0,0.0
396,396,2.0,2.0,0.0
397,397,15.0,1.0,0.0
398,398,6.0,1.0,0.0
399,399,7.0,7.0,0.0
400,400,7.0,7.0,0.0
401,401,3.0,3.0,0.0
402,402,1.0,1.0,0.0
403,403,8.0,8.0,0.0
404,404,2.0,2.0,0.0
405,405,2.0,2.0,0.0
406,406,11.0,2.0,0.0
407,407,2.0,2.0,0.0
408,408,3.0,3.0,0.0
409,409,4.0,4.0,0.0
410,410,1.0,1.0,0.0
411,411,1.0,1.0,0.0
412,412,15.0,11.0,0.0
413,413,9.0,9.0,0.0
414,414,16.0,4.0,0.0
415,415,4.0,2.0,0.0
416,416,6.0,6.0,0.0
417,417,5.0,5.0,0.0
418,418,17.0,15.0,0.0
419,419,7.0,7.0,0.0
420,420,2.0,2.0,0.0
421,421,14.0,14.0,0.0
422,422,6.0,6.0,0.0
423,423,,,
424,424,12.0,12.0,0.0
425,425,13.0,5.0,0.0
426,426,12.0,12.0,0.0
427,427,11.0,11.0,0.0
428,428,7.0,5.0,0.0
429,429,4.0,4.0,0.0
430,430,6.0,5.0,0.0
431,431,13.0,13.0,0.0
432,432,6.0,2.0,0.0
433,433,97.0,35.0,1.0
434,434,4.0,4.0,0.0
435,435,2.0,2.0,0.0
436,436,15.0,15.0,0.0
437,437,9.0,9.0,0.0
438,438,14.0,14.0,0.0
439,439,11.0,3.0,0.0
440,440,9.0,4.0,0.0
441,441,3.0,3.0,0.0
442,442,2.0,1.0,0.0
443,443,8.0,8.0,0.0
444,444,14.0,2.0,0.0
445,445,5.0,4.0,0.0
446,446,19.0,19.0,0.0
447,447,12.0,10.0,0.0
448,448,11.0,11.0,0.0
449,449,3.0,3.0,0.0
450,450,19.0,2.0,0.0
451,451,7.0,2.0,0.0
452,452,3.0,3.0,0.0
453,453,6.0,6.0,0.0
454,454,10.0,10.0,0.0
455,455,7.0,7.0,0.0
456,456,1.0,1.0,0.0
457,457,14.0,11.0,0.0
458,458,19.0,13.0,0.0
459,459,12.0,8.0,0.0
460,460,2.0,2.0,0.0
461,461,3.0,3.0,0.0
462,462,9.0,9.0,0.0
463,463,7.0,7.0,0.0
464,464,1.0,1.0,0.0
465,465,19.0,19.0,0.0
466,466,6.0,1.0,0.0
467,467,2.0,2.0,0.0
468,468,9.0,9.0,0.0
469,469,17.0,2.0,0.0
470,470,10.0,10.0,0.0
471,471,3.0,3.0,0.0
472,472,1.0,1.0,0.0
473,473,3.0,3.0,0.0
474,474,4.0,4.0,0.0
475,475,10.0,10.0,0.0
476,476,20.0,20.0,0.0
477,477,14.0,14.0,0.0
478,478,1.0,1.0,52.0
479,479,4.0,4.0,0.0
480,480,15.0,15.0,0.0
481,481,6.0,6.0,0.0
482,482,12.0,12.0,0.0
483,483,17.0,16.0,0.0
484,484,9.0,9.0,0.0
485,485,7.0,7.0,0.0
486,486,13.0,13.0,0.0
487,487,17.0,14.0,0.0
488,488,9.0,5.0,0.0
489,489,4.0,4.0,0.0
490,490,13.0,13.0,0.0
491,491,20.0,20.0,0.0
492,492,18.0,18.0,0.0
493,493,2.0,2.0,0.0
494,494,14.0,14.0,1.0
495,495,19.0,6.0,0.0
496,496,2.0,2.0,0.0
497,497,15.0,11.0,0.0
498,498,6.0,4.0,0.0
499,499,7.0,7.0,0.0
500,500,12.0,10.0,0.0
501,501,4.0,4.0,0.0
502,502,13.0,13.0,0.0
503,503,9.0,5.0,0.0
504,504,4.0,4.0,0.0
505,505,9.0,9.0,0.0
506,506,4.0,4.0,0.0
507,507,13.0,3.0,0.0
508,508,10.0,10.0,0.0
509,509,3.0,3.0,0.0
510,510,8.0,8.0,0.0
511,511,10.0,10.0,0.0
512,512,13.0,2.0,0.0
513,513,6.0,6.0,0.0
514,514,12.0,8.0,0.0
515,515,9.0,9.0,0.0
516,516,6.0,2.0,0.0
517,517,9.0,9.0,0.0
518,518,1.0,1.0,22.0
519,519,3.0,3.0,0.0
520,520,6.0,6.0,0.0
521,521,7.0,7.0,0.0
522,522,16.0,14.0,0.0
523,523,6.0,5.0,0.0
524,524,2.0,2.0,0.0
525,525,7.0,7.0,0.0
526,526,,1.0,0.0
527,527,2.0,2.0,
528,528,10.0,10.0,0.0
529,529,11.0,5.0,0.0
530,530,7.0,7.0,0.0
531,531,9.0,8.0,0.0
532,532,8.0,8.0,0.0
533,533,3.0,3.0,0.0
534,534,5.0,5.0,0.0
535,535,9.0,9.0,0.0
536,536,1.0,1.0,0.0
537,537,,,
538,538,10.0,10.0,0.0
539,539,18.0,14.0,0.0
540,540,25.0,25.0,0.0
541,541,14.0,9.0,0.0
542,542,15.0,2.0,0.0
543,543,10.0,10.0,0.0
544,544,29.0,29.0,0.0
545,545,18.0,18.0,0.0
546,546,6.0,6.0,0.0
547,547,16.0,10.0,0.0
548,548,10.0,10.0,0.0
549,549,12.0,12.0,0.0
550,550,6.0,5.0,0.0
551,551,13.0,2.0,0.0
552,552,12.0,12.0,0.0
553,553,16.0,9.0,0.0
554,554,12.0,3.0,0.0
555,555,10.0,10.0,0.0
556,556,15.0,15.0,0.0
557,557,18.0,18.0,0.0
558,558,22.0,22.0,0.0
559,559,22.0,22.0,0.0
560,560,12.0,8.0,0.0
561,561,17.0,13.0,0.0
562,562,10.0,10.0,0.0
563,563,15.0,2.0,0.0
564,564,13.0,13.0,0.0
565,565,15.0,14.0,0.0
566,566,20.0,20.0,0.0
567,567,3.0,3.0,0.0
568,568,22.0,22.0,0.0
569,569,11.0,11.0,0.0
570,570,,,
571,571,,,
572,572,18.0,13.0,0.0
573,573,,,
574,574,9.0,9.0,0.0
575,575,9.0,9.0,0.0
576,576,20.0,20.0,0.0
577,577,33.0,19.0,0.0
578,578,12.0,8.0,0.0
579,579,7.0,7.0,0.0
580,580,17.0,13.0,0.0
581,581,12.0,12.0,0.0
582,582,17.0,17.0,0.0
583,583,14.0,3.0,0.0
584,584,21.0,21.0,0.0
585,585,10.0,10.0,0.0
586,586,13.0,13.0,0.0
587,587,,4.0,0.0
588,588,4.0,4.0,0.0
589,589,13.0,13.0,0.0
590,590,14.0,13.0,0.0
591,591,14.0,13.0,0.0
592,592,25.0,25.0,0.0
593,593,,,
594,594,22.0,22.0,0.0
595,595,37.0,11.0,0.0
596,596,17.0,17.0,0.0
597,597,13.0,12.0,0.0
598,598,10.0,10.0,0.0
599,599,19.0,17.0,0.0
600,600,16.0,2.0,0.0
601,601,13.0,13.0,0.0
602,602,35.0,35.0,0.0
603,603,26.0,26.0,0.0
604,604,19.0,19.0,0.0
605,605,15.0,14.0,0.0
606,606,21.0,19.0,0.0
607,607,10.0,10.0,20.0
608,608,39.0,25.0,0.0
609,609,3.0,3.0,0.0
610,610,3.0,3.0,0.0
611,611,24.0,24.0,0.0
612,612,13.0,13.0,0.0
613,613,17.0,17.0,0.0
614,614,20.0,20.0,0.0
615,615,41.0,40.0,0.0
616,616,17.0,17.0,0.0
617,617,16.0,16.0,0.0
618,618,13.0,12.0,0.0
619,619,25.0,12.0,0.0
620,620,22.0,20.0,0.0
621,621,10.0,10.0,63.0
622,622,27.0,27.0,0.0
623,623,3.0,3.0,0.0
624,624,21.0,18.0,0.0
625,625,22.0,22.0,0.0
626,626,25.0,25.0,0.0
627,627,20.0,20.0,0.0
628,628,15.0,15.0,0.0
629,629,24.0,24.0,0.0
630,630,15.0,13.0,0.0
631,631,20.0,20.0,0.0
632,632,1.0,1.0,37.0
633,633,3.0,2.0,0.0
634,634,3.0,3.0,0.0
635,635,15.0,15.0,0.0
636,636,3.0,3.0,0.0
637,637,31.0,31.0,0.0
638,638,25.0,25.0,0.0
639,639,5.0,5.0,0.0
640,640,24.0,24.0,0.0
641,641,2.0,2.0,0.0
642,642,16.0,16.0,0.0
643,643,21.0,21.0,
644,644,6.0,6.0,0.0
645,645,7.0,5.0,0.0
646,646,20.0,9.0,0.0
647,647,16.0,16.0,0.0
648,648,12.0,12.0,0.0
649,649,14.0,14.0,0.0
650,650,22.0,22.0,0.0
651,651,22.0,22.0,0.0
652,652,22.0,22.0,0.0
653,653,6.0,6.0,0.0
654,654,4.0,2.0,0.0
655,655,10.0,10.0,0.0
656,656,26.0,26.0,0.0
657,657,22.0,22.0,0.0
658,658,24.0,22.0,0.0
659,659,28.0,28.0,0.0
660,660,31.0,17.0,0.0
661,661,2.0,2.0,0.0
662,662,3.0,3.0,58.0
663,663,20.0,20.0,5.0
664,664,16.0,16.0,0.0
665,665,5.0,5.0,0.0
666,666,20.0,20.0,0.0
667,667,19.0,19.0,0.0
668,668,17.0,17.0,0.0
669,669,9.0,9.0,0.0
670,670,12.0,12.0,0.0
671,671,3.0,3.0,0.0
672,672,7.0,7.0,0.0
673,673,30.0,1.0,0.0
674,674,15.0,15.0,0.0
675,675,9.0,1.0,0.0
676,676,24.0,24.0,0.0
677,677,24.0,24.0,0.0
678,678,,,
679,679,30.0,25.0,0.0
680,680,16.0,16.0,0.0
681,681,15.0,15.0,0.0
682,682,10.0,10.0,0.0
683,683,3.0,3.0,0.0
684,684,17.0,9.0,0.0
685,685,5.0,5.0,0.0
686,686,3.0,3.0,0.0
687,687,4.0,4.0,0.0
688,688,30.0,23.0,0.0
689,689,24.0,24.0,0.0
690,690,6.0,4.0,0.0
691,691,3.0,3.0,0.0
692,692,11.0,11.0,0.0
693,693,10.0,10.0,0.0
694,694,26.0,23.0,0.0
695,695,23.0,23.0,0.0
696,696,24.0,24.0,0.0
697,697,11.0,11.0,0.0
698,698,30.0,13.0,0.0
699,699,22.0,17.0,0.0
700,700,24.0,24.0,0.0
701,701,3.0,3.0,0.0
702,702,20.0,20.0,0.0
703,703,13.0,13.0,0.0
704,704,18.0,18.0,0.0
705,705,25.0,25.0,0.0
706,706,21.0,21.0,0.0
707,707,31.0,31.0,0.0
708,708,13.0,6.0,0.0
709,709,21.0,21.0,0.0
710,710,30.0,30.0,1.0
711,711,31.0,31.0,0.0
712,712,23.0,20.0,0.0
713,713,21.0,21.0,0.0
714,714,3.0,3.0,0.0
715,715,11.0,2.0,0.0
716,716,27.0,27.0,0.0
717,717,2.0,2.0,36.0
718,718,15.0,15.0,0.0
719,719,28.0,28.0,0.0
720,720,10.0,3.0,0.0
721,721,3.0,3.0,11.0
722,722,12.0,12.0,0.0
723,723,14.0,4.0,0.0
724,724,16.0,16.0,0.0
725,725,22.0,22.0,0.0
726,726,11.0,11.0,0.0
727,727,24.0,23.0,0.0
728,728,29.0,29.0,0.0
729,729,20.0,20.0,0.0
730,730,15.0,2.0,0.0
731,731,23.0,23.0,0.0
732,732,26.0,26.0,0.0
733,733,31.0,31.0,0.0
734,734,59.0,59.0,0.0
735,735,25.0,25.0,0.0
736,736,31.0,31.0,0.0
737,737,14.0,14.0,0.0
738,738,5.0,5.0,0.0
739,739,50.0,45.0,0.0
740,740,30.0,26.0,0.0
741,741,44.0,44.0,0.0
742,742,27.0,22.0,0.0
743,743,24.0,24.0,0.0
744,744,20.0,20.0,0.0
745,745,29.0,29.0,0.0
746,746,44.0,44.0,0.0
747,747,28.0,28.0,0.0
748,748,27.0,27.0,0.0
749,749,28.0,28.0,0.0
750,750,14.0,14.0,0.0
751,751,21.0,17.0,0.0
752,752,17.0,15.0,0.0
753,753,8.0,8.0,0.0
754,754,12.0,1.0,0.0
755,755,11.0,3.0,0.0
756,756,18.0,18.0,0.0
757,757,25.0,23.0,0.0
758,758,17.0,17.0,0.0
759,759,7.0,7.0,0.0
760,760,11.0,11.0,0.0
761,761,21.0,21.0,0.0
762,762,20.0,20.0,0.0
763,763,14.0,1.0,0.0
764,764,27.0,27.0,0.0
765,765,14.0,10.0,0.0
766,766,25.0,25.0,0.0
767,767,20.0,20.0,0.0
768,768,,,
769,769,26.0,26.0,0.0
770,770,10.0,10.0,0.0
771,771,4.0,4.0,16.0
772,772,14.0,14.0,0.0
773,773,21.0,19.0,0.0
774,774,12.0,12.0,0.0
775,775,28.0,28.0,0.0
776,776,27.0,27.0,0.0
777,777,13.0,13.0,0.0
778,778,38.0,30.0,0.0
779,779,18.0,18.0,0.0
780,780,23.0,23.0,0.0
781,781,18.0,18.0,0.0
782,782,3.0,2.0,0.0
783,783,25.0,25.0,0.0
784,784,6.0,5.0,0.0
785,785,49.0,13.0,0.0
786,786,30.0,30.0,0.0
787,787,13.0,13.0,0.0
788,788,20.0,20.0,0.0
789,789,22.0,22.0,0.0
790,790,16.0,3.0,0.0
791,791,6.0,4.0,0.0
792,792,5.0,1.0,0.0
793,793,9.0,8.0,0.0
794,794,25.0,2.0,0.0
795,795,9.0,6.0,0.0
796,796,22.0,22.0,0.0
797,797,26.0,20.0,1.0
798,798,22.0,21.0,0.0
799,799,24.0,24.0,0.0
800,800,4.0,4.0,0.0
801,801,21.0,21.0,0.0
802,802,7.0,1.0,0.0
803,803,17.0,17.0,0.0
804,804,44.0,27.0,0.0
805,805,25.0,25.0,0.0
806,806,31.0,31.0,0.0
807,807,19.0,19.0,0.0
808,808,25.0,25.0,0.0
809,809,39.0,39.0,0.0
810,810,21.0,21.0,0.0
811,811,1.0,1.0,22.0
812,812,41.0,2.0,0.0
813,813,16.0,16.0,0.0
814,814,13.0,13.0,0.0
815,815,11.0,11.0,0.0
816,816,24.0,1.0,0.0
817,817,27.0,23.0,0.0
818,818,20.0,2.0,0.0
819,819,11.0,11.0,0.0
820,820,15.0,15.0,0.0
821,821,26.0,26.0,0.0
822,822,23.0,23.0,0.0
823,823,22.0,22.0,0.0
824,824,18.0,5.0,0.0
825,825,24.0,24.0,0.0
826,826,32.0,32.0,0.0
827,827,24.0,24.0,0.0
828,828,14.0,12.0,0.0
829,829,7.0,7.0,0.0
830,830,21.0,21.0,0.0
831,831,12.0,12.0,0.0
832,832,,87.0,4.0
833,833,21.0,2.0,0.0
834,834,2.0,2.0,0.0
835,835,23.0,13.0,0.0
836,836,14.0,11.0,0.0
837,837,23.0,3.0,0.0
838,838,38.0,38.0,0.0
839,839,42.0,7.0,0.0
840,840,16.0,8.0,0.0
841,841,19.0,18.0,0.0
842,842,21.0,21.0,0.0
843,843,19.0,19.0,0.0
844,844,23.0,12.0,0.0
845,845,4.0,4.0,0.0
846,846,22.0,22.0,0.0
847,847,26.0,25.0,0.0
848,848,16.0,15.0,0.0
849,849,3.0,1.0,0.0
850,850,12.0,12.0,0.0
851,851,2.0,2.0,0.0
852,852,16.0,16.0,0.0
853,853,53.0,53.0,0.0
854,854,21.0,21.0,0.0
855,855,12.0,12.0,0.0
856,856,9.0,9.0,0.0
857,857,13.0,13.0,0.0
858,858,23.0,23.0,0.0
859,859,8.0,8.0,0.0
860,860,15.0,11.0,0.0
861,861,27.0,27.0,0.0
862,862,15.0,6.0,0.0
863,863,10.0,10.0,0.0
864,864,26.0,22.0,0.0
865,865,15.0,15.0,0.0
866,866,4.0,4.0,0.0
867,867,25.0,25.0,0.0
868,868,40.0,40.0,0.0
869,869,48.0,43.0,0.0
870,870,53.0,53.0,0.0
871,871,2.0,2.0,0.0
872,872,18.0,5.0,0.0
873,873,50.0,50.0,0.0
874,874,36.0,14.0,0.0
875,875,13.0,13.0,0.0
876,876,36.0,14.0,0.0
877,877,19.0,1.0,0.0
878,878,6.0,6.0,0.0
879,879,6.0,2.0,2.0
880,880,26.0,26.0,0.0
881,881,11.0,11.0,0.0
882,882,20.0,20.0,0.0
883,883,5.0,3.0,0.0
884,884,5.0,1.0,0.0
885,885,3.0,3.0,0.0
886,886,3.0,3.0,0.0
887,887,26.0,10.0,0.0
888,888,35.0,35.0,0.0
889,889,54.0,0.0,0.0
890,890,3.0,3.0,0.0
891,891,43.0,41.0,0.0
892,892,53.0,53.0,0.0
893,893,18.0,18.0,0.0
894,894,44.0,44.0,0.0
895,895,25.0,25.0,0.0
896,896,5.0,5.0,0.0
897,897,25.0,0.0,0.0
898,898,2.0,2.0,0.0
899,899,25.0,20.0,0.0
900,900,5.0,5.0,0.0
901,901,26.0,13.0,0.0
902,902,13.0,13.0,0.0
903,903,22.0,22.0,0.0
904,904,3.0,2.0,0.0
905,905,20.0,20.0,0.0
906,906,28.0,8.0,1.0
907,907,29.0,23.0,0.0
908,908,20.0,20.0,0.0
909,909,30.0,25.0,0.0
910,910,23.0,23.0,0.0
911,911,9.0,5.0,3.0
912,912,16.0,16.0,0.0
913,913,18.0,1.0,0.0
914,914,27.0,18.0,0.0
915,915,9.0,9.0,0.0
916,916,31.0,31.0,0.0
917,917,9.0,5.0,0.0
918,918,11.0,3.0,0.0
919,919,12.0,12.0,0.0
920,920,32.0,32.0,0.0
921,921,31.0,31.0,0.0
922,922,69.0,1.0,0.0
923,923,21.0,12.0,0.0
924,924,10.0,7.0,0.0
925,925,14.0,14.0,0.0
926,926,12.0,12.0,0.0
927,927,2.0,2.0,0.0
928,928,26.0,23.0,0.0
929,929,4.0,4.0,0.0
930,930,22.0,20.0,0.0
931,931,5.0,5.0,0.0
932,932,13.0,12.0,0.0
933,933,30.0,30.0,0.0
934,934,6.0,6.0,0.0
935,935,15.0,14.0,0.0
936,936,19.0,19.0,0.0
937,937,15.0,15.0,0.0
938,938,31.0,30.0,0.0
939,939,32.0,32.0,0.0
940,940,32.0,31.0,0.0
941,941,10.0,10.0,0.0
942,942,13.0,13.0,0.0
943,943,2.0,2.0,0.0
944,944,4.0,3.0,0.0
945,945,4.0,4.0,1.0
946,946,8.0,6.0,0.0
947,947,43.0,43.0,0.0
948,948,17.0,1.0,0.0
949,949,12.0,8.0,0.0
950,950,32.0,32.0,0.0
951,951,16.0,16.0,0.0
952,952,5.0,5.0,0.0
953,953,26.0,25.0,0.0
954,954,26.0,26.0,0.0
955,955,24.0,18.0,0.0
956,956,24.0,19.0,0.0
957,957,52.0,52.0,0.0
958,958,4.0,4.0,0.0
959,959,2.0,2.0,0.0
960,960,3.0,3.0,0.0
961,961,26.0,25.0,0.0
962,962,37.0,37.0,0.0
963,963,13.0,13.0,0.0
964,964,13.0,13.0,0.0
965,965,45.0,19.0,0.0
966,966,40.0,40.0,0.0
967,967,13.0,13.0,0.0
968,968,5.0,2.0,0.0
969,969,13.0,13.0,0.0
970,970,17.0,17.0,0.0
971,971,23.0,3.0,0.0
972,972,9.0,8.0,0.0
973,973,21.0,21.0,0.0
974,974,40.0,9.0,0.0
975,975,7.0,7.0,0.0
976,976,10.0,2.0,0.0
977,977,30.0,30.0,0.0
978,978,23.0,23.0,0.0
979,979,33.0,33.0,0.0
980,980,27.0,27.0,0.0
981,981,32.0,32.0,0.0
982,982,12.0,12.0,0.0
983,983,30.0,14.0,0.0
984,984,17.0,3.0,0.0
985,985,2.0,2.0,0.0
986,986,12.0,12.0,0.0
987,987,30.0,30.0,0.0
988,988,13.0,13.0,0.0
989,989,20.0,20.0,0.0
990,990,20.0,20.0,0.0
991,991,6.0,5.0,0.0
992,992,35.0,2.0,0.0
993,993,6.0,6.0,0.0
994,994,53.0,1.0,0.0
995,995,14.0,3.0,0.0
996,996,27.0,27.0,0.0
997,997,16.0,16.0,0.0
998,998,14.0,14.0,0.0
999,999,23.0,23.0,0.0
1000,1000,16.0,16.0,0.0
1001,1001,16.0,16.0,0.0
1002,1002,3.0,3.0,0.0
1003,1003,15.0,15.0,0.0
1004,1004,31.0,31.0,0.0
1005,1005,13.0,13.0,0.0
1006,1006,22.0,22.0,0.0
1007,1007,27.0,27.0,0.0
1008,1008,81.0,53.0,0.0
1009,1009,33.0,33.0,0.0
1010,1010,18.0,18.0,0.0
1011,1011,45.0,45.0,0.0
1012,1012,48.0,35.0,0.0
1013,1013,32.0,2.0,4.0
1014,1014,16.0,16.0,0.0
1015,1015,36.0,5.0,0.0
1016,1016,30.0,5.0,0.0
1017,1017,34.0,34.0,0.0
1018,1018,58.0,8.0,0.0
1019,1019,24.0,24.0,0.0
1020,1020,21.0,21.0,0.0
1021,1021,20.0,5.0,0.0
1022,1022,23.0,23.0,0.0
1023,1023,24.0,24.0,0.0
1024,1024,27.0,5.0,0.0
1025,1025,4.0,4.0,0.0
1026,1026,48.0,48.0,0.0
1027,1027,55.0,55.0,0.0
1028,1028,3.0,3.0,0.0
1029,1029,35.0,34.0,0.0
1030,1030,38.0,5.0,0.0
1031,1031,46.0,28.0,0.0
1032,1032,22.0,20.0,0.0
1033,1033,9.0,9.0,0.0
1034,1034,38.0,38.0,0.0
1035,1035,40.0,17.0,0.0
1036,1036,26.0,26.0,0.0
1037,1037,23.0,6.0,0.0
1038,1038,17.0,17.0,0.0
1039,1039,8.0,8.0,0.0
1040,1040,7.0,7.0,0.0
1041,1041,16.0,16.0,0.0
1042,1042,32.0,32.0,0.0
1043,1043,14.0,14.0,0.0
1044,1044,4.0,4.0,0.0
1045,1045,44.0,44.0,0.0
1046,1046,7.0,7.0,0.0
1047,1047,5.0,5.0,0.0
1048,1048,13.0,13.0,2.0
1049,1049,4.0,4.0,0.0
1050,1050,83.0,80.0,0.0
1051,1051,15.0,15.0,0.0
1052,1052,12.0,12.0,0.0
1053,1053,3.0,3.0,0.0
1054,1054,25.0,25.0,0.0
1055,1055,35.0,35.0,0.0
1056,1056,15.0,15.0,0.0
1057,1057,16.0,16.0,0.0
1058,1058,39.0,39.0,0.0
1059,1059,2.0,1.0,0.0
1060,1060,15.0,13.0,0.0
1061,1061,65.0,28.0,0.0
1062,1062,15.0,15.0,0.0
1063,1063,52.0,46.0,0.0
1064,1064,53.0,40.0,0.0
1065,1065,58.0,58.0,0.0
1066,1066,29.0,29.0,0.0
1067,1067,23.0,23.0,0.0
1068,1068,29.0,22.0,0.0
1069,1069,22.0,22.0,0.0
1070,1070,9.0,9.0,0.0
1071,1071,26.0,25.0,0.0
1072,1072,50.0,50.0,0.0
1073,1073,26.0,26.0,0.0
1074,1074,20.0,12.0,7.0
1075,1075,12.0,12.0,0.0
1076,1076,55.0,55.0,0.0
1077,1077,23.0,16.0,0.0
1078,1078,8.0,8.0,0.0
1079,1079,26.0,26.0,0.0
1080,1080,11.0,10.0,0.0
1081,1081,10.0,10.0,0.0
1082,1082,51.0,23.0,0.0
1083,1083,7.0,4.0,0.0
1084,1084,6.0,6.0,0.0
1085,1085,29.0,28.0,0.0
1086,1086,30.0,28.0,0.0
1087,1087,48.0,48.0,0.0
1088,1088,21.0,21.0,0.0
1089,1089,52.0,52.0,0.0
1090,1090,23.0,2.0,0.0
1091,1091,21.0,21.0,0.0
1092,1092,9.0,9.0,0.0
1093,1093,3.0,3.0,0.0
1094,1094,8.0,8.0,0.0
1095,1095,7.0,5.0,0.0
1096,1096,56.0,46.0,0.0
1097,1097,21.0,21.0,0.0
1098,1098,9.0,9.0,3.0
1099,1099,31.0,31.0,0.0
1100,1100,38.0,38.0,0.0
1101,1101,18.0,2.0,0.0
1102,1102,18.0,17.0,0.0
1103,1103,12.0,12.0,0.0
1104,1104,10.0,10.0,0.0
1105,1105,28.0,7.0,0.0
1106,1106,10.0,10.0,0.0
1107,1107,17.0,14.0,0.0
1108,1108,16.0,16.0,0.0
1109,1109,20.0,20.0,0.0
1110,1110,14.0,14.0,0.0
1111,1111,29.0,29.0,0.0
1112,1112,2.0,2.0,0.0
1113,1113,25.0,16.0,0.0
1114,1114,24.0,24.0,0.0
1115,1115,27.0,27.0,0.0
1116,1116,53.0,53.0,0.0
1117,1117,10.0,10.0,0.0
1118,1118,14.0,3.0,0.0
1119,1119,20.0,11.0,2.0
1120,1120,26.0,26.0,0.0
1121,1121,22.0,22.0,0.0
1122,1122,21.0,21.0,0.0
1123,1123,16.0,16.0,0.0
1124,1124,43.0,43.0,0.0
1125,1125,11.0,11.0,0.0
1126,1126,25.0,23.0,0.0
1127,1127,32.0,2.0,0.0
1128,1128,6.0,6.0,0.0
1129,1129,10.0,10.0,0.0
1130,1130,19.0,2.0,0.0
1131,1131,3.0,3.0,0.0
1132,1132,40.0,40.0,0.0
1133,1133,14.0,14.0,0.0
1134,1134,50.0,50.0,0.0
1135,1135,3.0,3.0,0.0
1136,1136,33.0,33.0,0.0
1137,1137,36.0,36.0,0.0
1138,1138,10.0,10.0,0.0
1139,1139,7.0,7.0,0.0
1140,1140,3.0,3.0,0.0
1141,1141,37.0,37.0,0.0
1142,1142,3.0,3.0,0.0
1143,1143,7.0,7.0,0.0
1144,1144,2.0,2.0,0.0
1145,1145,5.0,5.0,0.0
1146,1146,10.0,10.0,0.0
1147,1147,50.0,50.0,0.0
1148,1148,13.0,13.0,3.0
1149,1149,3.0,3.0,0.0
1150,1150,39.0,39.0,0.0
1151,1151,28.0,22.0,0.0
1152,1152,27.0,27.0,0.0
1153,1153,8.0,8.0,0.0
1154,1154,17.0,17.0,0.0
1155,1155,12.0,12.0,0.0
1156,1156,23.0,23.0,0.0
1157,1157,12.0,12.0,0.0
1158,1158,27.0,25.0,0.0
1159,1159,29.0,1.0,0.0
1160,1160,5.0,5.0,0.0
1161,1161,17.0,16.0,0.0
1162,1162,7.0,6.0,0.0
1163,1163,21.0,13.0,0.0
1164,1164,3.0,3.0,0.0
1165,1165,3.0,3.0,0.0
1166,1166,56.0,56.0,1.0
1167,1167,22.0,22.0,0.0
1168,1168,40.0,26.0,0.0
1169,1169,4.0,4.0,0.0
1170,1170,28.0,28.0,0.0
1171,1171,3.0,3.0,0.0
1172,1172,11.0,6.0,0.0
